model,outcome,ai_var,controls,fixed_effects,clusters,n_obs,n_firms,n_quarters,status,r2,term,coef,se,t,p
winsorized | ret_future_1q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.012899134817583202,bert_adoption_dummy,-0.014516864076463624,0.004989645202789196,-2.909398060677489,0.003621254606672127
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.012898060896816665,bm,-0.021733711193729282,0.0036185441093340726,-6.006203195828661,1.8991815217799816e-09
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.012898060896816665,leverage,0.012965606253865926,0.007824737268562159,1.6570021214588886,0.09751904618571249
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.012898060896816665,profitability,0.11162556380907417,0.01044813502901213,10.68377882742853,1.212340267958021e-26
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.012898060896816665,investment,0.021317122662670978,0.004442760745354886,4.79817030096861,1.6012161086231905e-06
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.012898060896816665,momentum,-0.02273311283590748,0.002323335458148711,-9.78468811129916,1.3099853513713856e-22
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.05181383087679636,bert_adoption_per_1k_words,-0.02742074055109288,0.02580009662933655,-1.062815420617981,0.28786566497274524
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.05181383087679636,size,-0.11134962549761689,0.014509170935511047,-7.6744306061685315,1.6615504170318396e-14
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.05181383087679636,bm,-0.08170720708905367,0.010412576080071227,-7.846973358056343,4.261977458966906e-15
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.05181383087679636,leverage,-0.08089661827539137,0.033920156110585756,-2.384912911711077,0.017083164900941715
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.05181383087679636,profitability,0.09126204237898282,0.02433020027901655,3.7509778519041324,0.00017614626056093683
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.05181383087679636,investment,0.049028494599250176,0.006302238905895519,7.779536023838413,7.279101650543072e-15
winsorized | ret_future_1q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.05181383087679636,momentum,-0.0829014332977755,0.0027433238755734048,-30.2193386774092,1.3197443777645492e-200
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.022260483478875326,bert_adoption_dummy,-0.034037897131387135,0.01631330453447425,-2.0865114765347643,0.03693231672168905
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.022260483478875326,size,-0.011416060368565708,0.00406667671219187,-2.807221025054791,0.004997094205031176
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.022260483478875326,bm,0.024967589007084602,0.01861363718052267,1.3413600343091847,0.17980358682308561
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.022260483478875326,leverage,0.21110162429492652,0.037183279432625525,5.677326677907295,1.368160372891861e-08
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.022260483478875326,profitability,0.2622787870192298,0.04439286616542402,5.908129158452697,3.460146950743421e-09
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.022260483478875326,investment,0.01688501333719288,0.01590844854271953,1.061386551419577,0.2885142661740886
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.022260483478875326,momentum,-0.10122389136945781,0.006740077905689392,-15.018207917747262,5.579588124758948e-51
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.2240378016418112,bert_adoption_dummy,-0.012652575386811752,0.012673470527350855,-0.9983512692522535,0.3181090547619396
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.2240378016418112,size,-0.6518480989249835,0.05616057050867573,-11.606863908625812,3.803094606050489e-31
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.2240378016418112,bm,0.18212562129048943,0.04223052380014364,4.312653618799537,1.6130672947264793e-05
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.2240378016418112,leverage,0.4936448110221923,0.1282539279131242,3.8489644649056998,0.00011861821163126374
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.2240378016418112,profitability,-0.0002794301628979024,0.08117812113863725,-0.00344218564039795,0.9972535386457497
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.2240378016418112,investment,0.13107142582923975,0.023823082448774232,5.501866776101585,3.757908771037856e-08
winsorized | ret_future_4q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.2240378016418112,momentum,-0.3519424568377156,0.008961454937701134,-39.272914865317475,0.0
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02219114386281551,bert_adoption_log_count,-0.02481870457908675,0.015202510783859058,-1.6325398437103877,0.10256581206595851
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02219114386281551,size,-0.011574405816231998,0.004069144262194047,-2.844432408987923,0.004449062413188479
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02219114386281551,bm,0.0251998977542894,0.018611143866516036,1.354021973879178,0.17572936734823086
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02219114386281551,leverage,0.21156160645084449,0.03719597821433815,5.687754875856245,1.287204048076532e-08
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02219114386281551,profitability,0.2624505887149952,0.044401765842347674,5.910814215066329,3.404208125968253e-09
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02219114386281551,investment,0.016910108220377227,0.01590753983066893,1.063024729177506,0.28777073698035416
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02219114386281551,momentum,-0.10118000344211699,0.0067438747606389775,-15.003244727001759,6.991614465574468e-51
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.22401691183629724,bert_adoption_log_count,-0.006076484780000962,0.012834606675409855,-0.4734453445809954,0.6358954856682402
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.22401691183629724,size,-0.6517518474559177,0.056163320476741545,-11.604581814670704,3.9059236038734804e-31
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.22401691183629724,bm,0.18209852527203516,0.042231660380626986,4.311895947988102,1.61860605864289e-05
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.22401691183629724,leverage,0.49390507841776343,0.12827753537401998,3.850285063379803,0.00011798042753401748
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.22401691183629724,profitability,-0.00017080329006271573,0.0811728604589385,-0.002104192079680585,0.9983210988655832
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.22401691183629724,investment,0.13101879136964756,0.02382023668017463,5.500314422933225,3.7911458267765374e-08
winsorized | ret_future_4q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.22401691183629724,momentum,-0.3519344875759697,0.008960585789730942,-39.275834843219236,0.0
winsorized | ret_future_4q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02222876938406637,bert_adoption_per_1k_words,-0.10350132677792846,0.06480962553773859,-1.597005474405337,0.11026448694023896
winsorized | ret_future_4q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02222876938406637,size,-0.011876830217425059,0.004044263230511397,-2.9367104811135736,0.0033171362913484936
winsorized | ret_future_4q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02222876938406637,bm,0.025349924749458737,0.01859481642931032,1.3632791076926465,0.17279456385189806
winsorized | ret_future_4q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02222876938406637,leverage,0.2114590564075955,0.03718216523272223,5.687109803425342,1.292073853359325e-08
winsorized | ret_future_4q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02222876938406637,profitability,0.262750317413713,0.04438489754776961,5.919813538623714,3.223068261126114e-09
winsorized | ret_future_4q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02222876938406637,investment,0.01690542902828866,0.01590861900577741,1.062658488593463,0.2879368524183351
winsorized | ret_future_4q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.02222876938406637,momentum,-0.10119631447761775,0.006742460273344295,-15.008811379681124,6.428944767851397e-51
winsorized | ret_future_4q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.2240161490771636,bert_adoption_per_1k_words,-0.022777386032837955,0.058681854060186264,-0.3881504154500066,0.6979047247725619
winsorized | ret_future_4q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.2240161490771636,size,-0.6517203384167991,0.05616403084884769,-11.603874019846465,3.9383734440765946e-31
winsorized | ret_future_4q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_4q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,26599,4133,8,ok_clustered,0.2240161490771636,bm,0.18209010468778672,0.04222938869856031,4.311928500494599,1.6183677194191955e-05
