model,outcome,ai_var,controls,fixed_effects,clusters,n_obs,n_firms,n_quarters,status,r2,term,coef,se,t,p
1Q | bert_adoption_dummy | minimal_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, momentum",industry_fe + yq,gvkey,32891,4418,10,ok_clustered,0.0017160646988954031,bert_adoption_dummy,-0.015605566681654715,0.005949366156251573,-2.623063746926459,0.008714296601792808
1Q | bert_adoption_dummy | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03329035941658265,size,-0.07628713227276986,0.030515579766019704,-2.4999404519824515,0.012421418358036423
1Q | bert_adoption_dummy | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03329035941658265,bm,-0.025216038758299676,0.014226871343081503,-1.7724233354062193,0.0763243110137961
1Q | bert_adoption_dummy | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03329035941658265,momentum,-0.046740481577366315,0.012917846565916791,-3.6182874087302723,0.00029655895878412055
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007913200605323967,bert_adoption_dummy,-0.014938952628172604,0.005946621605183013,-2.512174747280367,0.011998965606988522
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007913200605323967,size,-0.003980993832075717,0.0011284739249320897,-3.527767672890881,0.0004190798054311833
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007913200605323967,bm,-0.010776551147577635,0.003962181120916257,-2.719853237068968,0.006531089649098168
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007913200605323967,leverage,0.017345676914220336,0.010377188254356243,1.6715199232257147,0.09461902680989152
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007913200605323967,profitability,0.062003248144246244,0.013036433453535966,4.7561511639848595,1.973187406585144e-06
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007913200605323967,investment,0.027743702560318696,0.007879215850284239,3.521124828597995,0.0004297202734383577
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007913200605323967,momentum,-0.011523018481662484,0.0021663609793278584,-5.319066670614447,1.0430091309832438e-07
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007913200605323967,bert_adoption_dummy,-0.014938952628172604,0.008472824508343416,-1.7631608696086907,0.07787336139067119
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007913200605323967,size,-0.003980993832075717,0.006066601406706402,-0.6562148335103863,0.5116859060283512
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007913200605323967,bm,-0.010776551147577635,0.007511635371456286,-1.434647798338004,0.15138748660955167
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007913200605323967,leverage,0.017345676914220336,0.02149758818636288,0.8068661825619893,0.4197435840246825
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007913200605323967,profitability,0.062003248144246244,0.03964226173536092,1.5640693903430667,0.11780127348807609
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007913200605323967,investment,0.027743702560318696,0.018595642605046148,1.4919464279653403,0.13571319001962448
1Q | bert_adoption_dummy | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007913200605323967,momentum,-0.011523018481662484,0.004967244456521073,-2.319800964604207,0.020351646882058278
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03975898375789644,bert_adoption_dummy,-0.012991611845943435,0.007055914299262089,-1.8412371940659915,0.06558680700447692
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03975898375789644,size,-0.1596332970054598,0.022499404817380265,-7.095000881185391,1.2935066134926223e-12
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03975898375789644,bm,-0.02365560109755397,0.008947949379571645,-2.6436896426303216,0.00820078117485732
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03975898375789644,leverage,0.014815066526308792,0.04568908996587364,0.32425829749234547,0.7457424891815981
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03975898375789644,profitability,0.09189296764653042,0.019926691986781646,4.611551566486176,3.996744791461456e-06
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03975898375789644,investment,0.04477240886986338,0.009621531699330941,4.653355647414927,3.2657625481026674e-06
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03975898375789644,momentum,-0.04911685884604295,0.007861863482081852,-6.247483050041033,4.1711953207082606e-10
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03975898375789644,bert_adoption_dummy,-0.012991611845943435,0.006280367525636406,-2.068606939468397,0.038582986214259374
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03975898375789644,size,-0.1596332970054598,0.04266868990490757,-3.741227990857518,0.00018312330247641342
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03975898375789644,bm,-0.02365560109755397,0.014414030689364822,-1.641151015101411,0.1007660711570083
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03975898375789644,leverage,0.014815066526308792,0.05198598979242916,0.2849819073458585,0.7756580032797329
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03975898375789644,profitability,0.09189296764653042,0.02670961452326015,3.4404452960751324,0.0005807578236464877
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03975898375789644,investment,0.04477240886986338,0.020727811427621652,2.1600162190881456,0.030771414010020814
1Q | bert_adoption_dummy | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03975898375789644,momentum,-0.04911685884604295,0.013256421540379135,-3.7051370685846647,0.00021127644956816572
1Q | bert_adoption_log_count | minimal_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",industry_fe + yq,gvkey,32891,4418,10,ok_clustered,0.0017088323715891418,bert_adoption_log_count,-0.012297876125562488,0.004976438729252699,-2.4712202429566,0.013465286090683311
1Q | bert_adoption_log_count | minimal_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",industry_fe + yq,gvkey,32891,4418,10,ok_clustered,0.0017088323715891418,size,-0.0007318219900006347,0.0010661379672401291,-0.6864233452777921,0.4924461871949326
1Q | bert_adoption_log_count | minimal_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",industry_fe + yq,gvkey,32891,4418,10,ok_clustered,0.0017088323715891418,bm,-0.01009777126874943,0.004060225888392446,-2.486997410074495,0.012882633688372842
1Q | bert_adoption_log_count | minimal_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",industry_fe + yq,gvkey,32891,4418,10,ok_clustered,0.0017088323715891418,momentum,-0.007857460750580355,0.001647425158580751,-4.769540339756326,1.8464676574345884e-06
1Q | bert_adoption_log_count | minimal_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",industry_fe + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.0017088323715891418,bert_adoption_log_count,-0.012297876125562488,0.007683176531402389,-1.600623918414353,0.10946024136831095
1Q | bert_adoption_log_count | minimal_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",industry_fe + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.0017088323715891418,size,-0.0007318219900006347,0.007891477123055468,-0.09273574244580507,0.9261135009842406
1Q | bert_adoption_log_count | minimal_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",industry_fe + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.0017088323715891418,bm,-0.01009777126874943,0.006134409604861572,-1.646086896568964,0.0997458698057365
1Q | bert_adoption_log_count | minimal_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",industry_fe + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.0017088323715891418,momentum,-0.007857460750580355,0.003812866245915103,-2.060775344269789,0.03932447773607441
1Q | bert_adoption_log_count | minimal_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",gvkey + yq,gvkey,32891,4418,10,ok_clustered,0.03334975177819077,bert_adoption_log_count,-0.014520634777952452,0.007714094878211189,-1.8823510738721458,0.05978836419250367
1Q | bert_adoption_log_count | minimal_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",gvkey + yq,gvkey,32891,4418,10,ok_clustered,0.03334975177819077,size,-0.07634161533140521,0.0196357578491381,-3.8878873898292743,0.00010112051851643898
1Q | bert_adoption_log_count | minimal_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",gvkey + yq,gvkey,32891,4418,10,ok_clustered,0.03334975177819077,bm,-0.025195579760061728,0.009061315499503661,-2.7805653341881573,0.005426433935597248
1Q | bert_adoption_log_count | minimal_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",gvkey + yq,gvkey,32891,4418,10,ok_clustered,0.03334975177819077,momentum,-0.04673289401829852,0.007439366566012346,-6.2818377886907,3.3459386480724275e-10
1Q | bert_adoption_log_count | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03334975177819077,bert_adoption_log_count,-0.014520634777952452,0.006220646843737503,-2.3342644491337383,0.019581879040889136
1Q | bert_adoption_log_count | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03334975177819077,size,-0.07634161533140521,0.030505014570158022,-2.502592324807067,0.01232874650325232
1Q | bert_adoption_log_count | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03334975177819077,bm,-0.025195579760061728,0.014212703217926932,-1.7727507127765636,0.07627002374053665
1Q | bert_adoption_log_count | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03334975177819077,momentum,-0.04673289401829852,0.012921125322682789,-3.61678204113227,0.0002982882704426252
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007909720388142194,bert_adoption_log_count,-0.011895817371430119,0.0049756724269831645,-2.3907959267814496,0.016811894600999692
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007909720388142194,size,-0.004004568218917581,0.0011258212996009596,-3.5570194135934146,0.00037508644662059
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007909720388142194,bm,-0.010758761819373698,0.003962043962575961,-2.7154574560497267,0.006618427941601015
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007909720388142194,leverage,0.017396899805939538,0.010383278229055722,1.6754727574628085,0.09384151180092394
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007909720388142194,profitability,0.062002211068529746,0.0130396643164173,4.754893190806088,1.9855136041193026e-06
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007909720388142194,investment,0.02776578703744293,0.007877234926738462,3.5248138840184677,0.0004237804209705065
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007909720388142194,momentum,-0.01150982792480984,0.002164392261647057,-5.317810513724117,1.050233562411599e-07
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007909720388142194,bert_adoption_log_count,-0.011895817371430119,0.00728321823769418,-1.6333188136342676,0.10240196195869848
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007909720388142194,size,-0.004004568218917581,0.006056563749550576,-0.6611947606784024,0.5084874208256901
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007909720388142194,bm,-0.010758761819373698,0.007509780526476485,-1.432633321498891,0.15196265393874298
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007909720388142194,leverage,0.017396899805939538,0.02149652610536666,0.8092888925711751,0.4183489937513586
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007909720388142194,profitability,0.062002211068529746,0.03964967877370759,1.5637506528714809,0.11787613719104498
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007909720388142194,investment,0.02776578703744293,0.018588723046259192,1.4936898553142164,0.13525670129665612
1Q | bert_adoption_log_count | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007909720388142194,momentum,-0.01150982792480984,0.004967553795461739,-2.317001163696505,0.02050366837601035
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03982420047138635,bert_adoption_log_count,-0.01490930247067027,0.007680441114340644,-1.941203929398294,0.05223354670375824
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03982420047138635,size,-0.15975358064316825,0.02249029833653953,-7.103221942752971,1.218814329673278e-12
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03982420047138635,bm,-0.02363127163040651,0.008944838145689644,-2.6418892377380794,0.008244501290210263
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03982420047138635,leverage,0.015126324679536833,0.045621967127424716,0.3315579233418006,0.7402230961577587
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03982420047138635,profitability,0.09211838574149982,0.01991396387024136,4.625818663814987,3.7312164601790013e-06
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03982420047138635,investment,0.0447842556309553,0.00961301325492537,4.658711523986447,3.1819473856015283e-06
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03982420047138635,momentum,-0.04911049427685665,0.007861288874506,-6.247130090349559,4.1806285516969585e-10
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03982420047138635,bert_adoption_log_count,-0.01490930247067027,0.006058668441264333,-2.460821650038828,0.013861925534395633
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03982420047138635,size,-0.15975358064316825,0.04265226136768194,-3.745489114071105,0.00018004265456530714
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03982420047138635,bm,-0.02363127163040651,0.014402015816413226,-1.6408308344915983,0.10083253567818792
