gvkey,date,year,quarter,transcriptid,sentence,label,semantic_score,source_method
020779,2020-01-28,2020,1,1897168.0,"Cybersecurity, of course, cybersecurity scheme, it's really an arm race at the
moment, including a lot of artificial intelligence getting involved into
cybersecurity.",risk,0.2635214,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"A lot of AI, of course, for network and infrastructure, ranging from better
telemetry, how can we supervise complex IT systems, but also with some
application to, for instance, IoT and video analytics, I have a small example at
the very back -- end of this presentation.",adoption,0.39233896,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Well, you can see how
we've been developing some advanced video analytics AI to literally secure
digital perimeter and prevent cultures to get into the perimeter of the reserve.",innovation,0.25351644,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And technologies like AI and machine learning and security start to
get built into the network and not done separately or on top.",risk,0.314916,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And as we take a look, the first one, a is
about using automation plus AI to empower people.",irrelevant,0.4425331,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Like if you have a lot of automation and
AI, does that mean that I don't have a job anymore?",irrelevant,0.40039515,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"But also, automation and AI are very much about these next 2
categories.",irrelevant,0.49288124,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"But in addition, automation and AI can be used
to augment humans, to augment capabilities that you couldn't do manually.",adoption,0.5075874,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So that's a place where you're
augmenting human capability by using automation and AI.",irrelevant,0.5078086,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So the other thing is that we feel like automation will make things more machine
like, dehumanized, but we work with customers like Starbucks and the way
they view it is that companies will personalize customer experiences using AI
because you'll know more about your customers.",adoption,0.43422505,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And AI will actually enhance
human connections not take them away.",irrelevant,0.2534517,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Even the area of AI has
become more democratized and it has community-led innovation because what you
see across the ecosystem is a device company, can optimize AI algorithms in the
chips.",hype,0.30388695,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And meanwhile, data scientists can develop the greatest AI algorithms
and then a developer who's writing a web page web application can use 3 lines of
JavaScript to embed an awesome AI or people counting or object section
algorithm into their code.",hype,0.31091818,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So you don't have to be a data scientist now to
innovate in AI.",irrelevant,0.31423536,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,So that's community-led innovation in AI.,irrelevant,0.2984414,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And it builds
using AI and ML technology, a pathway through the app in the form of the actual
front-end screens that are seen on the mobile device or in the web browser
and it stitches them together and then actually shows you user abandonment and
technical performance on each screen, screen by screen.",adoption,0.27192214,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"But they can share data into a correlated system that runs AI and ML
technologies to produce valuable insights that you can then access and query for
the human user.",adoption,0.3135572,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And this is what we refer to as an AI ops
operating model, right, using AI and ML within operations to go beyond simple
DevOps or sec ops and actually give you automation across the full operation stack
with data that is understood from each of the historical silos correlated
and turned into something meaningful.",adoption,0.41162044,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Another 2 buzzwords, machine learning and AI.",risk,0.33365723,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Linda, what is
AppDynamics doing to use machine learning and AI at the moment?",irrelevant,0.39159343,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Because what we're finding is that when you build an AI ops framework
right now, it's going to take like a conglomerate.",irrelevant,0.3532556,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So when you can take all of the tools and solutions
that a client is using and meld them all together into 1 complete AI ops
framework, that's what they're excited about.",adoption,0.32362217,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Because at the end of the day, that's
where we're building, a framework, a framework that you can take and set in an
environment and say this is how you're going to run AI, this is how you're going
to get that community to talk together and correlate it all back to that
single end user.",irrelevant,0.34616262,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And
it's got a machine learning model that kind of detects that something bad
is going on in the machine.",risk,0.37998906,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"What I've been hearing is it
touches so many different areas of a customer's environment, whether it's the
contact center and some of the innovation we announced around AI in the contact
center, they help automation and augmentation, whether it's the new capabilities
in WebEx around AI and adding a new voice transcription service to it; or whether
it was in the IoT space and the operational technology space, where we're bringing
all the security.",adoption,0.4124363,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"We're
embedding AI and machine learning in all of these capabilities.",risk,0.4199188,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So for example, in
CCNA7, you have now a stronger part of cybersecurity, a stronger part of AI that's
now present within the course offering.",risk,0.3091098,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"We apply artificial intelligence, machine learning to it.",risk,0.38653016,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,The network assurance with AI/ML becomes very critical.,risk,0.36531454,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"[Presentation] 
To me, artificial intelligence is the way to handle the workloads of the future.",hype,0.3153917,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"We implemented the Cisco DNA center with assurance
including AI and network analytics.",adoption,0.3327216,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Now with AI, network analytics, we can
focus on the important things.",irrelevant,0.33715737,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And you can see how Dave's using wireless sensors and AI
to, I think you said there's 2 people in the wireless team covering 10,000 stores.",adoption,0.1931338,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So
you can now say, okay, I have my back-end components, I have my business results
but I want to look at it through the screen-by-screen journey that is being mapped
with AI and ML to show me those top journeys.",adoption,0.26408812,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"As we will increasingly use AI and machine learning in IT
networking.",hype,0.4149261,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Bigger is better because the more intelligence we get because we've
got more boxes out there, and we've got more customers and more market share, the
more intelligence that comes back into those AI engines.",irrelevant,0.2416303,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And the more
intelligence, we can, therefore, deliver to a customer even if they're a sole
business customer and, therefore, deliver intelligence and AI that a small
business customer couldn't actually afford any other way.",adoption,0.26548263,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And again, how much it benefits from the AI of this enormous dashboard in the
cloud with a large vendor like Cisco, please welcome on stage the product manager
from a Meraki Vision, George [indiscernible].",adoption,0.29247937,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So the last piece I
want to go through because it touched on same thing Sarah was talking about, which
is the power of the big company, this idea of bringing analytics, especially
machine learning, [indiscernible] intelligence to play is that we also do machine
learning for computer vision in the camera, again with no servers and without
sending our video to the cloud.",hype,0.32993862,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And I want
to sort of finish with probably my favorite story because it's on a topic that I'm
quite keen on, which is this idea of democratizing AI.",irrelevant,0.22828609,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"AI is in the hands of these
really, really big companies.",irrelevant,0.2922359,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So you
don't think of the library is this cutting-edge area of technology, yet by
embedding this artificial intelligence in the camera, it means even the smallest
or low-tech of customers can get advantage from it.",innovation,0.27172792,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And again, it's about doing it simply because you
have low it resources, and you want to do it as cheaply as you can, but you also
want that clever intelligence of AI that comes from a large vendor.",irrelevant,0.29884806,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And what it's doing is it's very
simply giving back commands and direction on how to best manage your network so if
you have no it skills, you get that AI, which keeps getting bigger and better all
the time as more and more devices are connected to it.",adoption,0.32835367,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And finally, you have a single point where
you have the application of AI machine learning what we call cognitive
collaboration.",irrelevant,0.36408323,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And so you talk about cognitive collaboration, which is our term for AI and
machine learning and clever collaboration, if I can call it that.",irrelevant,0.3304577,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Now I talked
about benefit of having a large vendor like Cisco that provides more and more AI
because of our dominant market share.",innovation,0.21259843,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So last few years, you've been building more and
more AI machine learning into our collaboration experience, as some of the most
recent acquisitions we made included for C&A company.",adoption,0.35028014,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And what we've done with
those acquisitions is really built AI natively into the single Webex platform.",adoption,0.32052264,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Now the final element here is
some of the ways we've used AI for quite some time now is within facial
recognition with an amazing experience.",adoption,0.32253432,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And then just to make it even a
little bit more clever, we've added camera with a sensor and AI in it that since
the small business portfolio.",irrelevant,0.2814999,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"The other thing that we talked about as we went through that, as we showed
you that small, it needs to be simple, simple to install, simple to manage, simple
to operate, but it isn't stupid and with the vendor and the power of a vendor the
site of Cisco is how you get access to that intelligence that the small business
otherwise couldn't get to through Talos, through the Meraki dashboard, through the
AI in the Meraki Vision cameras, through the intelligence that Intersight
escalating.",adoption,0.18603541,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And it's precisely
because we are a large vendor with the market share we have, that our intelligent
engines get to be so intelligent that our machine learning is so effective and
that our small businesses can have access to that in all of these ways through the
Cisco design portfolio.",innovation,0.31554538,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"These are
all huge analytics engines and dashboard sitting in the cloud, collating all that
intelligence that goes into AI and machine learning.",hype,0.4053143,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Because of that, are keeps getting bigger and better, and our
machine learning just keeps getting better.",innovation,0.33845553,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"We can
drive AI, machine learning algorithms in order to make that platform simpler.",hype,0.38054582,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"We've expanded into mobile device management
AI-based insight and assurance technology and finally, the Meraki MV, the Meraki
Camera Portfolio, our first IoT product.",adoption,0.27089828,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"The concept of wireless health
and the analytics, the machine learning that can be used drive troubleshooting and
understand what's really happening in our networks.",adoption,0.33428335,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"I still get
historical data and analysis, I get usage statistics, deep packet inspection
showing per application based bandwidth usage and our wireless health product, the
absolute highest and AI-based wireless assurance and wireless troubling -- 
troubleshooting products in the market.",adoption,0.2565264,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"On the second side, we also invested in a kind of
framework with the front end -- to the self-service front end, which we handed
over to our customers, to the server teams to the storage teams and with the
self-service framework, they leveraged our code to deploy all of these AI
configurations on the indicates they require for the daily use.",adoption,0.31688744,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"There's time
learning and then there's a bunch of AI and ML.",risk,0.44705772,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"This is an area where it's heavy, heavy AI and ML.",irrelevant,0.34401527,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"This is an area where it's heavy, heavy AI and ML.",irrelevant,0.34401527,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,As we will increasingly use AI and machine learning in IT networking.,hype,0.4149261,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Bigger is better because the more intelligence we get because we've got more boxes out there, and we've got more customers and more market share, the more intelligence that comes back into those AI engines.",irrelevant,0.2416303,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And the more intelligence, we can, therefore, deliver to a customer even if they're a sole business customer and, therefore, deliver intelligence and AI that a small business customer couldn't actually afford any other way.",adoption,0.26548263,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And again, how much it benefits from the AI of this enormous dashboard in the cloud with a large vendor like Cisco, please welcome on stage the product manager from a Meraki Vision, George [indiscernible].",adoption,0.29247937,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So the last piece I want to go through because it touched on same thing Sarah was talking about, which is the power of the big company, this idea of bringing analytics, especially machine learning, [indiscernible] intelligence to play is that we also do machine learning for computer vision in the camera, again with no servers and without sending our video to the cloud.",hype,0.32993862,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And I want to sort of finish with probably my favorite story because it's on a topic that I'm quite keen on, which is this idea of democratizing AI.",irrelevant,0.22828609,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"AI is in the hands of these really, really big companies.",irrelevant,0.2922359,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So you don't think of the library is this cutting-edge area of technology, yet by embedding this artificial intelligence in the camera, it means even the smallest or low-tech of customers can get advantage from it.",innovation,0.27172792,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And again, it's about doing it simply because you have low it resources, and you want to do it as cheaply as you can, but you also want that clever intelligence of AI that comes from a large vendor.",irrelevant,0.29884806,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And what it's doing is it's very simply giving back commands and direction on how to best manage your network so if you have no it skills, you get that AI, which keeps getting bigger and better all the time as more and more devices are connected to it.",adoption,0.32835367,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And finally, you have a single point where you have the application of AI machine learning what we call cognitive collaboration.",irrelevant,0.36408323,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And so you talk about cognitive collaboration, which is our term for AI and machine learning and clever collaboration, if I can call it that.",irrelevant,0.3304577,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,Now I talked about benefit of having a large vendor like Cisco that provides more and more AI because of our dominant market share.,innovation,0.21259843,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So last few years, you've been building more and more AI machine learning into our collaboration experience, as some of the most recent acquisitions we made included for C&A company.",adoption,0.35028014,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,And what we've done with those acquisitions is really built AI natively into the single Webex platform.,adoption,0.32052264,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,Now the final element here is some of the ways we've used AI for quite some time now is within facial recognition with an amazing experience.,adoption,0.32253432,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And then just to make it even a little bit more clever, we've added camera with a sensor and AI in it that since the small business portfolio.",irrelevant,0.2814999,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"The other thing that we talked about as we went through that, as we showed you that small, it needs to be simple, simple to install, simple to manage, simple to operate, but it isn't stupid and with the vendor and the power of a vendor the site of Cisco is how you get access to that intelligence that the small business otherwise couldn't get to through Talos, through the Meraki dashboard, through the AI in the Meraki Vision cameras, through the intelligence that Intersight escalating.",adoption,0.18603541,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And it's precisely because we are a large vendor with the market share we have, that our intelligent engines get to be so intelligent that our machine learning is so effective and that our small businesses can have access to that in all of these ways through the Cisco design portfolio.",innovation,0.31554538,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"These are all huge analytics engines and dashboard sitting in the cloud, collating all that intelligence that goes into AI and machine learning.",hype,0.4053143,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"Because of that, are keeps getting bigger and better, and our machine learning just keeps getting better.",innovation,0.33845553,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"We can drive AI, machine learning algorithms in order to make that platform simpler.",hype,0.38054582,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"We've expanded into mobile device management, AI-based insight and assurance technology and finally, the Meraki MV, the Meraki Camera Portfolio, our first IoT product.",adoption,0.23875344,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"The concept of wireless health and the analytics, the machine learning that can be used drive troubleshooting and understand what's really happening in our networks.",adoption,0.33428335,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"I still get historical data and analysis, I get usage statistics, deep packet inspection, showing per application based bandwidth usage and our wireless health product, the absolute highest and AI-based wireless assurance and wireless troubling -- troubleshooting products in the market.",adoption,0.26663834,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"On the second side, we also invested in a kind of framework with the front end -- to the self-service front end, which we handed over to our customers, to the server teams to the storage teams and with the self-service framework, they leveraged our code to deploy all of these AI configurations on the indicates they require for the daily use.",adoption,0.31688744,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,There's time learning and then there's a bunch of AI and ML.,risk,0.44705772,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"This is an area where it's heavy, heavy AI and ML.",irrelevant,0.34401527,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"This is an area where it's heavy, heavy AI and ML.",irrelevant,0.34401527,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So the title of today is Advochat Enterprise Networking, and we are going to be talking to the senior network architect of Riva, one of Europe's largest supermarket chain, and we're going to be finding out just how you can quantify the real business value that customers are seeing from artificial intelligence and machine learning in Cisco DNA Center.",adoption,0.2681546,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And this is where we're going to the future with artificial intelligence, where actually before issues happen, the network will be able to solve them.",innovation,0.3234529,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,So what do you feel are the key benefits that rebar is getting from AI specifically?,irrelevant,0.24192883,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"I think if I can add, I mean, solving the issues is great, but what artificial intelligence gives you is the way to really have some benchmarking and really understanding a specific place, something is wrong.",irrelevant,0.2997481,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So maybe you can explain about the branches and how you have -- with AI, network analytics is our artificial intelligence, you get additional information to get additional tools that you can use for different purposes.",irrelevant,0.3033567,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,So every single Cisco device that is security and product actually has AI and machine learning built in it because it goes up to tell us and tell us delivers that intelligence back.,risk,0.3687887,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,And I think that's what I mentioned earlier in the earlier segment is around AI and machine learning and our Talus portfolio.,irrelevant,0.34539333,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And as things get more sophisticated from a hacker's point of view, we get more sophisticated with our AI and machine learning to ensure that we try and stop those breaches.",risk,0.21788798,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"All my cognitive intelligence, AI collaboration, I can set policy for those right here.",irrelevant,0.32891175,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"On top of that, bringing their AI, they're not going to be comfortable about it.",risk,0.23772272,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,And this actually sets the foundation for how AI will help it get better going forward.,irrelevant,0.3075412,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"So when I think about technology, AI is playing an amazing role when you think about the technology disruption, especially when you think about manufacturing use case or a telemedicine use case or even in terms of education use case.",irrelevant,0.3068184,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And so -- and AI is, again, playing a big role in terms of voice assistance, in terms of facial recognition, which is further enabling all of the transformation happening in the workplace.",adoption,0.30380625,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,What are your thoughts around how AI is empowering the collaborative and connected workspaces of the future?,irrelevant,0.33226007,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"But what we see is the skepsis about this technology, AI [indiscernible] my name, and my heads and some -- it's a little bit spooky for the end user at the moment.",adoption,0.26551098,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,One is around AI.,irrelevant,0.37085378,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,It'll further help with the AI part of their conversation with the IVR.,irrelevant,0.3078918,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"What does it look like when Cisco accelerates your success with the right data, insights and expertise at the right time, introducing Cisco collaborative intelligence, a digital experience fueled by pervasive telemetry, powerful guidance for your most strategic use cases, proven life cycle best practices, contextual learning to embrace innovation, all powered by AI, ML and Cisco's intellectual Capital.",adoption,0.27908728,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"I mean, it just goes on and on, all my cognitive intelligence, AI collaboration, I can set policy for those right here.",irrelevant,0.3185271,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"And if that's going to go over with third-party somewhere with data centers, God knows where, on top of that, bring their AI, they're not going to be comfortable about it.",risk,0.2827937,bert_classifier_chatgpt_annotations
020779,2020-01-28,2020,1,1897168.0,"This is live, and this actually sets the foundation for how AI will help it get better going forward.",irrelevant,0.3295798,bert_classifier_chatgpt_annotations
002369,2020-09-24,2020,3,2103580.0,"And we expect the rapid growth to continue for the foreseeable future due to the increased video content that people are consuming, the advent of 5G and as well as new uses for AI and Internet of Things.",innovation,0.18822898,bert_classifier_chatgpt_annotations
002369,2020-09-24,2020,3,2103580.0,"And we expect the rapid growth to continue for the foreseeable future due to the increased video content that people are consuming, the advent of 5G and as well as new uses for AI and Internet of Things.",innovation,0.18822898,bert_classifier_chatgpt_annotations
002369,2020-09-24,2020,3,2103580.0,"And we expect the rapid growth to continue for the foreseeable future due to the increased video content that people are consuming, the advent of 5G and as well as new uses for AI and Internet of Things.",innovation,0.18822898,bert_classifier_chatgpt_annotations
002369,2020-09-24,2020,3,2103580.0,"And we expect the rapid growth to continue for the foreseeable future due to the increased video content that people are consuming, the advent of 5G and as well as new uses for AI and Internet of Things.",innovation,0.18822889,bert_classifier_chatgpt_annotations
002369,2020-09-24,2020,3,2103580.0,"And we expect the rapid growth to continue for the foreseeable future due to the increased video content that people are consuming, the advent of 5G and as well as new uses for AI and Internet of Things.",innovation,0.18822889,bert_classifier_chatgpt_annotations
002369,2020-09-24,2020,3,2103580.0,"And we expect the rapid growth to continue for the foreseeable future due to the increased video content that people are consuming, the advent of 5G and as well as new uses for AI and Internet of Things.",innovation,0.18822898,bert_classifier_chatgpt_annotations
002369,2020-09-24,2020,3,2103580.0,"And we expect the rapid growth to continue for the foreseeable future due to the increased video content that people are consuming, the advent of 5G and as well as new uses for AI and Internet of Things.",innovation,0.18822898,bert_classifier_chatgpt_annotations
002369,2020-09-24,2020,3,2103580.0,"And we expect the rapid growth to continue for the foreseeable future due to the increased video content that people are consuming, the advent of 5G and as well as new uses for AI and Internet of Things.",innovation,0.18822898,bert_classifier_chatgpt_annotations
002369,2020-09-24,2020,3,2103580.0,"And we expect the rapid growth to continue for the foreseeable future due to the increased video content that people are consuming, the advent of 5G and as well as new uses for AI and Internet of Things.",innovation,0.18822889,bert_classifier_chatgpt_annotations
002369,2020-09-24,2020,3,2103580.0,"And we expect the rapid growth to continue for the foreseeable future due to the increased video content that people are consuming, the advent of 5G and as well as new uses for AI and Internet of Things.",innovation,0.18822889,bert_classifier_chatgpt_annotations
